title_id,title,genre,authors,weekdays,length,subscribers,rating,views,likes,status,daily_pass,synopsis
4245,El elixir del sol,ROMANCE,"Soltam,Songi,KONN,One","TUESDAY,SATURDAY",38,209744,9.9,6036349,777271,ONGOING,False,"Una marginada y un emperador maldito... una pareja destinada al sufrimiento y la locura, ¿no? Tal vez sea todo lo contrario. Bayan es una marginada entre los Siyo, un pueblo que tiene poderes curativos. Sin la capacidad de curar a otros, Bayan es considerada inútil y la envían a la corte de Dhan, el Gran Emperador del Sol. No suena tan mal, ¿no? El problema es que Dhan está maldecido con una perpetua sed de sangre y es conocido por masacrar a sus concubinas. El futuro parece oscuro: una muerte inevitable para Bayan y una locura interminable para Dhan. Bueno... el destino no está escrito en piedra.
"
4172,Belleza en un clic,DRAMA,Ryoung,FRIDAY,22,474228,9.69,11281818,1357201,ONGOING,False,"Si pudieras volverte hermosa con un par de clics, ¿presionarías el botón? Eso es lo que más desea Dami Jin, una chica que sufre de bullying por su apariencia. Su vida está al borde del abismo hasta que un demonio le hace una oferta muy seductora: entra a un juego, presiona botones, cumple misiones y, como si fuera arte de magia, te vuelves más linda, sexy y chic. Suena muy fácil hasta que... no lo es."
4171,El amor es un capítulo aparte,ROMANCE,"Mino,Nana,Jung Hyun Jung",FRIDAY,22,112131,9.66,979883,142471,ONGOING,False,"Eunho y Dani son amigos desde niños. Aunque Eunho siempre sintió algo más que amistad por Dani, debe olvidarla cuando ella se casa con otro hombre. La vida de casada de Dani no resulta fácil y, al cabo de unos años, se divorcia. Sin dinero y sin trabajo, acude a Eunho —ahora un exitoso escritor y editor— para que la ayude. Así es como termina viviendo en su casa y trabajando en la misma editorial que él. ¿Eunho habrá logrado olvidar lo que sentía por ella? ¿Qué pasará cuando sus vidas se entrecrucen de esta manera?"
4170,En busca de un final feliz,ROMANCE,"Bulsa,Jaerim,Flada",SATURDAY,24,239893,9.87,5046584,704110,ONGOING,False,"El día en que el matrimonio por contrato de Yeonu terminó también fue el día en el que presenció la muerte de Seonjae, su exesposo. Así que, cuando un giro del destino la hace viajar 100 días en el tiempo antes del trágico accidente, decide hacer todo lo posible por evitar que el accidente ocurra. Al tener una segunda oportunidad para hacer bien las cosas, Yeonu está determinada a asegurarse de que esta vez ambos consigan un final feliz."
4160,En línea,ROMANCE,Yurui,TUESDAY,23,308139,9.79,5200840,836777,ONGOING,False,"Christopher es joven extrovertido que cursa el segundo año de preparatoria con una vida feliz y plena, pero un día gracias a un grupo de películas se topará con el usuario Lucas19, quien le dará la vuelta a su rutina en un parpadeo. Ahora, con su nueva amistad, Christopher se verá envuelto en los secretos que este misterioso chico mantiene ocultos. Mientras que, al mismo tiempo, comienza a descubrir sentimientos extraños por él."
4159,Sweetheart,ROMANCE,Buttercup,SUNDAY,23,178278,9.77,2665999,418905,ONGOING,False,"Scott Hart, modelo, autista y solitario, descubre por accidente el secreto de Penélope Suit, la chica más intimidante de la escuela. Ahora ambos se ven envueltos en una atípica amistad, ¿pero realmente son solo amigos?"
4158,¿Amor o Sexo?,ROMANCE,UruArt,WEDNESDAY,20,376186,8.97,7276025,648836,ONGOING,False,"Yuri no cree en el amor ¡pero sí en el sexo! Acaba de entrar a la Universidad y ha decidido que es el momento perfecto para perder su virginidad. Dos chicos captan su interés, Ryou, un chico que quiere una relación romántica e Inoue, el cual solo quiere ir directo a la acción. ¿Qué elegirá Yuri? ¿Amor o sexo?"
4157,K.O!,ROMANCE,"Ralpestein,Pony",SUNDAY,22,150688,9.87,2177960,328179,ONGOING,False,"Joel Mora es un problemático estudiante de preparatoria al que todos temen, o al menos eso parecía hasta que Emma, una tímida compañera de clase decide acercarse a él."
4051,"Oh, mi sirvienta",FANTASY,"Bomonda,Bori",THURSDAY,24,176433,9.63,2471169,316860,ONGOING,False,"Imagina un día vivir en las calles y luego, como un giro del destino, vivir con la realeza. Esa es la historia de Kate, una huérfana que, por accidente, conoce a Rose Blanche, la hija del duque. Su personalidad fuerte y determinada la une a Rose y a una vida cerca de la familia real, quienes la ven con inmensa curiosidad. Kate se convierte en la mucama personal de Rose pero su vida en el castillo del duque no termina ahí. Kate conocerá caballeros, mayordomos y mucho más. ¡Su historia y el romance apenas comienzan!"
4050,Ninguna santa,THRILLER,"Castella,Pyoryu",SUNDAY,25,79140,9.51,563336,96580,ONGOING,False,"El padre Daniel acaba de llegar a Cabage, la escuela a la que asisten los malos estudiantes. Todo parece ir bien, hasta que conoce a una mujer endemoniada... Es Sasha, la enfermera de la escuela, que se muestra simpática e ingenua delante de todos, pero que al cura le resulta bastante aterradora... ¿Qué podría esconder y quién es realmente?"
